,industries,link
840,Defense & Space,/company/2808/
841,Computer Software,/company/39142/
842,Computer Software,/company/18064/
843,Computer Software,/company/2770/
844,Computer Software,/company/12670/
845,Chemicals,/company/46110/
846,Information Technology and Services,/company/1301808/
847,Computer Software,/company/165600/
848,Computer Software,/company/2669550/
849,Staffing and Recruiting,/company/32309/
850,Computer Software,/company/2837787/
851,Information Technology and Services,/company/26734/
852,Information Technology and Services,/company/33364/
853,Information Technology and Services,/company/409849/
854,Computer Software,/company/1052172/
855,Computer Software,/company/3646/
856,Marketing and Advertising,/company/68125/
857,Computer Software,/company/19149/
858,Computer Software,/company/2317182/
859,Information Technology and Services,/company/16101/
860,Hospital & Health Care,/company/8020/
861,Information Technology and Services,/company/26753/
862,Computer Software,/company/9330/
863,Financial Services,/company/65137/
864,Information Technology and Services,/company/165667/
865,Computer Software,/company/3606/
866,Computer Software,/company/36779/
867,Logistics and Supply Chain,/company/164002/
868,Information Technology and Services,/company/13011/
869,Computer Software,/company/96206/
870,Security and Investigations,/company/946289/
871,Information Technology and Services,/company/43680/
872,Telecommunications,/company/165155/
873,Internet,/company/1089783/
874,Computer Software,/company/2993942/
875,Computer Software,/company/78794/
876,Information Technology and Services,/company/903031/
877,Outsourcing/Offshoring,/company/446346/
878,Computer Software,/company/594846/
879,Staffing and Recruiting,/company/128971/
880,Computer Software,/company/85955/
881,Information Services,/company/206416/
882,Computer Software,/company/38632/
883,Utilities,/company/3176857/
884,Computer Software,/company/38576/
885,Venture Capital & Private Equity,/company/288478/
886,Motion Pictures and Film,/company/12690/
887,Nonprofit Organization Management,/company/28447/
888,Computer Networking,/company/3225257/
889,Computer Software,/company/71531/
890,Semiconductors,/company/165971/
891,Retail,/company/15552/
892,Telecommunications,/company/13993/
893,Venture Capital & Private Equity,/company/19381/
894,Telecommunications,/company/163234/
895,Computer Software,/company/7734/
896,Marketing and Advertising,/company/1353083/
897,Internet,/company/841203/
898,Information Technology and Services,/company/164331/
899,Computer Software,/company/4446/
900,Staffing and Recruiting,/company/249216/
901,Medical Devices,/company/165716/
902,Medical Devices,/company/28160/
903,Computer Software,/company/166039/
904,Design,/company/22782/
905,Information Technology and Services,/company/6391/
906,Computer Software,/company/356254/
907,Financial Services,/company/48093/
908,Venture Capital & Private Equity,/company/18077/
909,Information Technology and Services,/company/18355/
910,Information Technology and Services,/company/20787/
911,Telecommunications,/company/6033/
912,Internet,/company/1051011/
913,Higher Education,/company/15140834/
914,Printing,/company/6213/
915,Computer Software,/company/32403/
916,Staffing and Recruiting,/company/63838/
917,Financial Services,/company/38944/
918,Computer Software,/company/10810/
919,Computer Software,/company/165425/
920,Market Research,/company/209654/
921,Defense & Space,/company/2402237/
922,Information Technology and Services,/company/1656268/
923,Information Technology and Services,/company/200683/
924,Computer Software,/company/295671/
925,Information Technology and Services,/company/166996/
926,Computer Software,/company/426253/
927,Marketing and Advertising,/company/735025/
928,Management Consulting,/company/13573/
929,Information Technology and Services,/company/201227/
930,Computer Software,/company/49697/
931,Utilities,/company/372610/
932,Computer Software,/company/23863/
933,Information Technology and Services,/company/575209/
934,Computer Software,/company/18144/
935,Information Technology and Services,/company/621389/
936,Information Technology and Services,/company/7231/
937,Computer Software,/company/1136/
938,Information Technology and Services,/company/1886825/
939,Information Technology and Services,/company/5028/
940,Computer Software,/company/35448/
941,Information Technology and Services,/company/8323/
942,Computer Software,/company/137270/
943,Computer Software,/company/2275433/
944,Defense & Space,/company/206226/
945,Internet,/company/239341/
946,Information Technology and Services,/company/2806338/
947,Information Technology and Services,/company/290012/
948,Electrical/Electronic Manufacturing,/company/9692/
949,Computer Software,/company/2720839/
950,Information Technology and Services,/company/17817/
951,Automotive,/company/215528/
952,Staffing and Recruiting,/company/4872007/
953,Electrical/Electronic Manufacturing,/company/271541/
954,Semiconductors,/company/15894/
955,Staffing and Recruiting,/company/128589/
956,Sporting Goods,/company/30945/
957,Retail,/company/167409/
958,Mechanical or Industrial Engineering,/company/103855/
959,Computer Software,/company/5102948/
960,Real Estate,/company/303615/
961,Electrical/Electronic Manufacturing,/company/1714290/
962,Wireless,/company/13832/
963,Staffing and Recruiting,/company/80305/
964,Biotechnology,/company/213218/
965,Research,/company/6904/
966,Internet,/company/25962/
967,Computer Software,/company/3705955/
968,Information Technology and Services,/company/378649/
969,Computer Software,/company/45918/
970,Information Technology and Services,/company/16604/
971,Information Technology and Services,/company/1153894/
972,E-Learning,/company/1839577/
973,Information Technology and Services,/company/12772/
974,Oil & Energy,/company/38389/
975,Information Technology and Services,/company/1020987/
976,Hospital & Health Care,/company/2223218/
977,Biotechnology,/company/85962/
978,Internet,/company/400528/
979,Staffing and Recruiting,/company/413275/
980,Computer Networking,/company/8697/
981,Staffing and Recruiting,/company/1481153/
982,Entertainment,/company/163644/
983,Computer Software,/company/243204/
984,Computer Software,/company/3496/
985,Computer Software,/company/402048/
986,Information Technology and Services,/company/164478/
987,Computer Software,/company/16130/
988,Information Technology and Services,/company/5958/
989,Telecommunications,/company/2261168/
990,Computer Games,/company/162890/
991,Telecommunications,/company/7525/
992,Mechanical or Industrial Engineering,/company/139294/
993,Information Technology and Services,/company/14112/
994,Computer Software,/company/1966/
995,Computer Software,/company/25403/
996,Information Technology and Services,/company/10040/
997,Information Technology and Services,/company/3918/
998,Internet,/company/99431/
999,Medical Devices,/company/1258712/
1000,E-Learning,/company/3227175/
1001,Telecommunications,/company/11518/
1002,Information Technology and Services,/company/3118143/
1003,Computer Software,/company/3032535/
1004,Computer Software,/company/5002/
1005,Computer & Network Security,/company/115974/
1006,Logistics and Supply Chain,/company/26131/
1007,Computer Software,/company/77852/
1008,Computer Software,/company/11164/
1009,Venture Capital & Private Equity,/company/21064/
